feature,gain_importance,etf,split_id,target_column
z_return_20d_rel_spy,38,XLK,2,target_5d_forward_return_raw
z_return_20d_excess_rf,4,XLK,2,target_5d_forward_return_raw
z_return_60d_rel_spy,114,XLK,2,target_5d_forward_return_raw
z_price_to_MA20,145,XLK,2,target_5d_forward_return_raw
z_price_to_MA50,82,XLK,2,target_5d_forward_return_raw
z_MA20_minus_MA50,193,XLK,2,target_5d_forward_return_raw
z_volatility_20d,172,XLK,2,target_5d_forward_return_raw
z_max_drawdown_60d,110,XLK,2,target_5d_forward_return_raw
z_ATR_14,207,XLK,2,target_5d_forward_return_raw
z_volume_change,98,XLK,2,target_5d_forward_return_raw
z_relative_volume,161,XLK,2,target_5d_forward_return_raw
z_RSI_14,194,XLK,2,target_5d_forward_return_raw
z_market_beta_60d,141,XLK,2,target_5d_forward_return_raw
z_idio_vol_60d,94,XLK,2,target_5d_forward_return_raw
z_Federal_Funds_Rate,166,XLK,2,target_5d_forward_return_raw
z_Treasury_10Y,164,XLK,2,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,151,XLK,2,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,151,XLK,2,target_5d_forward_return_raw
z_CPI,189,XLK,2,target_5d_forward_return_raw
z_Unemployment_Rate,143,XLK,2,target_5d_forward_return_raw
z_Financial_Conditions_Index,327,XLK,2,target_5d_forward_return_raw
z_VIX,320,XLK,2,target_5d_forward_return_raw
z_rate_sensitivity_beta,175,XLK,2,target_5d_forward_return_raw
z_return_5d,212,XLP,2,target_5d_forward_return_raw
z_return_5d_rel_spy,34,XLP,2,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLP,2,target_5d_forward_return_raw
z_return_20d,158,XLP,2,target_5d_forward_return_raw
z_return_20d_rel_spy,36,XLP,2,target_5d_forward_return_raw
z_return_20d_excess_rf,1,XLP,2,target_5d_forward_return_raw
z_return_60d_rel_spy,116,XLP,2,target_5d_forward_return_raw
z_price_to_MA20,131,XLP,2,target_5d_forward_return_raw
z_price_to_MA50,170,XLP,2,target_5d_forward_return_raw
z_MA20_minus_MA50,160,XLP,2,target_5d_forward_return_raw
z_volatility_20d,128,XLP,2,target_5d_forward_return_raw
z_max_drawdown_60d,52,XLP,2,target_5d_forward_return_raw
z_ATR_14,126,XLP,2,target_5d_forward_return_raw
z_volume_change,104,XLP,2,target_5d_forward_return_raw
z_relative_volume,134,XLP,2,target_5d_forward_return_raw
z_RSI_14,171,XLP,2,target_5d_forward_return_raw
z_market_beta_60d,117,XLP,2,target_5d_forward_return_raw
z_idio_vol_60d,136,XLP,2,target_5d_forward_return_raw
z_Federal_Funds_Rate,98,XLP,2,target_5d_forward_return_raw
z_Treasury_10Y,148,XLP,2,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,179,XLP,2,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,185,XLP,2,target_5d_forward_return_raw
z_CPI,209,XLP,2,target_5d_forward_return_raw
z_Unemployment_Rate,153,XLP,2,target_5d_forward_return_raw
z_Financial_Conditions_Index,360,XLP,2,target_5d_forward_return_raw
z_VIX,363,XLP,2,target_5d_forward_return_raw
z_rate_sensitivity_beta,182,XLP,2,target_5d_forward_return_raw
z_return_5d,120,XLRE,2,target_5d_forward_return_raw
z_return_5d_rel_spy,13,XLRE,2,target_5d_forward_return_raw
z_return_5d_excess_rf,5,XLRE,2,target_5d_forward_return_raw
z_return_20d,91,XLRE,2,target_5d_forward_return_raw
z_return_20d_rel_spy,32,XLRE,2,target_5d_forward_return_raw
z_return_20d_excess_rf,4,XLRE,2,target_5d_forward_return_raw
z_return_60d_rel_spy,114,XLRE,2,target_5d_forward_return_raw
z_price_to_MA20,95,XLRE,2,target_5d_forward_return_raw
z_price_to_MA50,103,XLRE,2,target_5d_forward_return_raw
z_MA20_minus_MA50,267,XLRE,2,target_5d_forward_return_raw
z_volatility_20d,158,XLRE,2,target_5d_forward_return_raw
z_max_drawdown_60d,98,XLRE,2,target_5d_forward_return_raw
z_ATR_14,215,XLRE,2,target_5d_forward_return_raw
z_volume_change,93,XLRE,2,target_5d_forward_return_raw
z_relative_volume,142,XLRE,2,target_5d_forward_return_raw
z_RSI_14,153,XLRE,2,target_5d_forward_return_raw
z_market_beta_60d,109,XLRE,2,target_5d_forward_return_raw
z_idio_vol_60d,131,XLRE,2,target_5d_forward_return_raw
z_Federal_Funds_Rate,159,XLRE,2,target_5d_forward_return_raw
z_Treasury_10Y,171,XLRE,2,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,177,XLRE,2,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,191,XLRE,2,target_5d_forward_return_raw
z_CPI,203,XLRE,2,target_5d_forward_return_raw
z_Unemployment_Rate,173,XLRE,2,target_5d_forward_return_raw
z_Financial_Conditions_Index,340,XLRE,2,target_5d_forward_return_raw
z_VIX,392,XLRE,2,target_5d_forward_return_raw
z_rate_sensitivity_beta,157,XLRE,2,target_5d_forward_return_raw
z_return_5d,178,XLU,2,target_5d_forward_return_raw
z_return_5d_rel_spy,31,XLU,2,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLU,2,target_5d_forward_return_raw
z_return_20d,107,XLU,2,target_5d_forward_return_raw
z_return_20d_rel_spy,27,XLU,2,target_5d_forward_return_raw
z_return_20d_excess_rf,2,XLU,2,target_5d_forward_return_raw
z_return_60d_rel_spy,151,XLU,2,target_5d_forward_return_raw
z_price_to_MA20,90,XLU,2,target_5d_forward_return_raw
z_price_to_MA50,98,XLU,2,target_5d_forward_return_raw
z_MA20_minus_MA50,217,XLU,2,target_5d_forward_return_raw
z_volatility_20d,183,XLU,2,target_5d_forward_return_raw
z_max_drawdown_60d,100,XLU,2,target_5d_forward_return_raw
z_ATR_14,313,XLU,2,target_5d_forward_return_raw
z_volume_change,99,XLU,2,target_5d_forward_return_raw
z_relative_volume,122,XLU,2,target_5d_forward_return_raw
z_RSI_14,113,XLU,2,target_5d_forward_return_raw
z_market_beta_60d,129,XLU,2,target_5d_forward_return_raw
z_idio_vol_60d,125,XLU,2,target_5d_forward_return_raw
z_Federal_Funds_Rate,180,XLU,2,target_5d_forward_return_raw
z_Treasury_10Y,145,XLU,2,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,191,XLU,2,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,148,XLU,2,target_5d_forward_return_raw
z_CPI,166,XLU,2,target_5d_forward_return_raw
z_Unemployment_Rate,182,XLU,2,target_5d_forward_return_raw
z_Financial_Conditions_Index,278,XLU,2,target_5d_forward_return_raw
z_VIX,320,XLU,2,target_5d_forward_return_raw
z_rate_sensitivity_beta,193,XLU,2,target_5d_forward_return_raw
z_return_5d,138,XLV,2,target_5d_forward_return_raw
z_return_5d_rel_spy,22,XLV,2,target_5d_forward_return_raw
z_return_5d_excess_rf,9,XLV,2,target_5d_forward_return_raw
z_return_20d,149,XLV,2,target_5d_forward_return_raw
z_return_20d_rel_spy,46,XLV,2,target_5d_forward_return_raw
z_return_20d_excess_rf,1,XLV,2,target_5d_forward_return_raw
z_return_60d_rel_spy,106,XLV,2,target_5d_forward_return_raw
z_price_to_MA20,103,XLV,2,target_5d_forward_return_raw
z_price_to_MA50,90,XLV,2,target_5d_forward_return_raw
z_MA20_minus_MA50,202,XLV,2,target_5d_forward_return_raw
z_volatility_20d,154,XLV,2,target_5d_forward_return_raw
z_max_drawdown_60d,104,XLV,2,target_5d_forward_return_raw
z_ATR_14,165,XLV,2,target_5d_forward_return_raw
z_volume_change,110,XLV,2,target_5d_forward_return_raw
z_relative_volume,93,XLV,2,target_5d_forward_return_raw
z_RSI_14,168,XLV,2,target_5d_forward_return_raw
z_market_beta_60d,178,XLV,2,target_5d_forward_return_raw
z_idio_vol_60d,141,XLV,2,target_5d_forward_return_raw
z_Federal_Funds_Rate,156,XLV,2,target_5d_forward_return_raw
z_Treasury_10Y,126,XLV,2,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,190,XLV,2,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,161,XLV,2,target_5d_forward_return_raw
z_CPI,211,XLV,2,target_5d_forward_return_raw
z_Unemployment_Rate,139,XLV,2,target_5d_forward_return_raw
z_Financial_Conditions_Index,301,XLV,2,target_5d_forward_return_raw
z_VIX,393,XLV,2,target_5d_forward_return_raw
z_rate_sensitivity_beta,181,XLV,2,target_5d_forward_return_raw
z_return_5d,128,XLY,2,target_5d_forward_return_raw
z_return_5d_rel_spy,33,XLY,2,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLY,2,target_5d_forward_return_raw
z_return_20d,104,XLY,2,target_5d_forward_return_raw
z_return_20d_rel_spy,22,XLY,2,target_5d_forward_return_raw
z_return_20d_excess_rf,0,XLY,2,target_5d_forward_return_raw
z_return_60d_rel_spy,105,XLY,2,target_5d_forward_return_raw
z_price_to_MA20,105,XLY,2,target_5d_forward_return_raw
z_price_to_MA50,75,XLY,2,target_5d_forward_return_raw
z_MA20_minus_MA50,266,XLY,2,target_5d_forward_return_raw
z_volatility_20d,98,XLY,2,target_5d_forward_return_raw
z_max_drawdown_60d,96,XLY,2,target_5d_forward_return_raw
z_ATR_14,141,XLY,2,target_5d_forward_return_raw
z_volume_change,77,XLY,2,target_5d_forward_return_raw
z_relative_volume,120,XLY,2,target_5d_forward_return_raw
z_RSI_14,145,XLY,2,target_5d_forward_return_raw
z_market_beta_60d,208,XLY,2,target_5d_forward_return_raw
z_idio_vol_60d,162,XLY,2,target_5d_forward_return_raw
z_Federal_Funds_Rate,146,XLY,2,target_5d_forward_return_raw
z_Treasury_10Y,195,XLY,2,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,137,XLY,2,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,217,XLY,2,target_5d_forward_return_raw
z_CPI,193,XLY,2,target_5d_forward_return_raw
z_Unemployment_Rate,146,XLY,2,target_5d_forward_return_raw
z_Financial_Conditions_Index,386,XLY,2,target_5d_forward_return_raw
z_VIX,401,XLY,2,target_5d_forward_return_raw
z_rate_sensitivity_beta,166,XLY,2,target_5d_forward_return_raw
z_return_5d,130,XLB,3,target_5d_forward_return_raw
z_return_5d_rel_spy,34,XLB,3,target_5d_forward_return_raw
z_return_5d_excess_rf,3,XLB,3,target_5d_forward_return_raw
z_return_20d,126,XLB,3,target_5d_forward_return_raw
z_return_20d_rel_spy,27,XLB,3,target_5d_forward_return_raw
z_return_20d_excess_rf,1,XLB,3,target_5d_forward_return_raw
z_return_60d_rel_spy,124,XLB,3,target_5d_forward_return_raw
z_price_to_MA20,92,XLB,3,target_5d_forward_return_raw
z_price_to_MA50,109,XLB,3,target_5d_forward_return_raw
z_MA20_minus_MA50,252,XLB,3,target_5d_forward_return_raw
z_volatility_20d,158,XLB,3,target_5d_forward_return_raw
z_max_drawdown_60d,142,XLB,3,target_5d_forward_return_raw
z_ATR_14,209,XLB,3,target_5d_forward_return_raw
z_volume_change,80,XLB,3,target_5d_forward_return_raw
z_relative_volume,98,XLB,3,target_5d_forward_return_raw
z_RSI_14,131,XLB,3,target_5d_forward_return_raw
z_market_beta_60d,215,XLB,3,target_5d_forward_return_raw
z_idio_vol_60d,217,XLB,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,176,XLB,3,target_5d_forward_return_raw
z_Treasury_10Y,235,XLB,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,151,XLB,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,236,XLB,3,target_5d_forward_return_raw
z_CPI,198,XLB,3,target_5d_forward_return_raw
z_Unemployment_Rate,183,XLB,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,350,XLB,3,target_5d_forward_return_raw
z_VIX,342,XLB,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,181,XLB,3,target_5d_forward_return_raw
z_return_5d,205,XLC,3,target_5d_forward_return_raw
z_return_5d_rel_spy,28,XLC,3,target_5d_forward_return_raw
z_return_5d_excess_rf,12,XLC,3,target_5d_forward_return_raw
z_return_20d,143,XLC,3,target_5d_forward_return_raw
z_return_20d_rel_spy,28,XLC,3,target_5d_forward_return_raw
z_return_20d_excess_rf,1,XLC,3,target_5d_forward_return_raw
z_return_60d_rel_spy,139,XLC,3,target_5d_forward_return_raw
z_price_to_MA20,149,XLC,3,target_5d_forward_return_raw
z_price_to_MA50,127,XLC,3,target_5d_forward_return_raw
z_MA20_minus_MA50,220,XLC,3,target_5d_forward_return_raw
z_volatility_20d,235,XLC,3,target_5d_forward_return_raw
z_max_drawdown_60d,136,XLC,3,target_5d_forward_return_raw
z_ATR_14,200,XLC,3,target_5d_forward_return_raw
z_volume_change,88,XLC,3,target_5d_forward_return_raw
z_relative_volume,129,XLC,3,target_5d_forward_return_raw
z_RSI_14,140,XLC,3,target_5d_forward_return_raw
z_market_beta_60d,213,XLC,3,target_5d_forward_return_raw
z_idio_vol_60d,149,XLC,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,147,XLC,3,target_5d_forward_return_raw
z_Treasury_10Y,222,XLC,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,128,XLC,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,193,XLC,3,target_5d_forward_return_raw
z_CPI,165,XLC,3,target_5d_forward_return_raw
z_Unemployment_Rate,168,XLC,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,327,XLC,3,target_5d_forward_return_raw
z_VIX,350,XLC,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,158,XLC,3,target_5d_forward_return_raw
z_return_5d,150,XLE,3,target_5d_forward_return_raw
z_return_5d_rel_spy,33,XLE,3,target_5d_forward_return_raw
z_return_5d_excess_rf,7,XLE,3,target_5d_forward_return_raw
z_return_20d,145,XLE,3,target_5d_forward_return_raw
z_return_20d_rel_spy,30,XLE,3,target_5d_forward_return_raw
z_return_20d_excess_rf,2,XLE,3,target_5d_forward_return_raw
z_return_60d_rel_spy,147,XLE,3,target_5d_forward_return_raw
z_price_to_MA20,130,XLE,3,target_5d_forward_return_raw
z_price_to_MA50,140,XLE,3,target_5d_forward_return_raw
z_MA20_minus_MA50,156,XLE,3,target_5d_forward_return_raw
z_volatility_20d,168,XLE,3,target_5d_forward_return_raw
z_max_drawdown_60d,178,XLE,3,target_5d_forward_return_raw
z_ATR_14,261,XLE,3,target_5d_forward_return_raw
z_volume_change,67,XLE,3,target_5d_forward_return_raw
z_relative_volume,134,XLE,3,target_5d_forward_return_raw
z_RSI_14,128,XLE,3,target_5d_forward_return_raw
z_market_beta_60d,178,XLE,3,target_5d_forward_return_raw
z_idio_vol_60d,161,XLE,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,199,XLE,3,target_5d_forward_return_raw
z_Treasury_10Y,178,XLE,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,142,XLE,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,218,XLE,3,target_5d_forward_return_raw
z_CPI,230,XLE,3,target_5d_forward_return_raw
z_Unemployment_Rate,181,XLE,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,340,XLE,3,target_5d_forward_return_raw
z_VIX,300,XLE,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,197,XLE,3,target_5d_forward_return_raw
z_return_5d,129,XLF,3,target_5d_forward_return_raw
z_return_5d_rel_spy,25,XLF,3,target_5d_forward_return_raw
z_return_5d_excess_rf,4,XLF,3,target_5d_forward_return_raw
z_return_20d,100,XLF,3,target_5d_forward_return_raw
z_return_20d_rel_spy,32,XLF,3,target_5d_forward_return_raw
z_return_20d_excess_rf,1,XLF,3,target_5d_forward_return_raw
z_return_60d_rel_spy,172,XLF,3,target_5d_forward_return_raw
z_price_to_MA20,125,XLF,3,target_5d_forward_return_raw
z_price_to_MA50,132,XLF,3,target_5d_forward_return_raw
z_MA20_minus_MA50,192,XLF,3,target_5d_forward_return_raw
z_volatility_20d,195,XLF,3,target_5d_forward_return_raw
z_max_drawdown_60d,134,XLF,3,target_5d_forward_return_raw
z_ATR_14,178,XLF,3,target_5d_forward_return_raw
z_volume_change,64,XLF,3,target_5d_forward_return_raw
z_relative_volume,114,XLF,3,target_5d_forward_return_raw
z_RSI_14,125,XLF,3,target_5d_forward_return_raw
z_market_beta_60d,206,XLF,3,target_5d_forward_return_raw
z_idio_vol_60d,136,XLF,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,180,XLF,3,target_5d_forward_return_raw
z_Treasury_10Y,161,XLF,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,148,XLF,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,244,XLF,3,target_5d_forward_return_raw
z_CPI,246,XLF,3,target_5d_forward_return_raw
z_Unemployment_Rate,207,XLF,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,410,XLF,3,target_5d_forward_return_raw
z_VIX,350,XLF,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,190,XLF,3,target_5d_forward_return_raw
z_return_5d,114,XLI,3,target_5d_forward_return_raw
z_return_5d_rel_spy,24,XLI,3,target_5d_forward_return_raw
z_return_5d_excess_rf,4,XLI,3,target_5d_forward_return_raw
z_return_20d,104,XLI,3,target_5d_forward_return_raw
z_return_20d_rel_spy,26,XLI,3,target_5d_forward_return_raw
z_return_20d_excess_rf,2,XLI,3,target_5d_forward_return_raw
z_return_60d_rel_spy,196,XLI,3,target_5d_forward_return_raw
z_price_to_MA20,95,XLI,3,target_5d_forward_return_raw
z_price_to_MA50,140,XLI,3,target_5d_forward_return_raw
z_MA20_minus_MA50,248,XLI,3,target_5d_forward_return_raw
z_volatility_20d,143,XLI,3,target_5d_forward_return_raw
z_max_drawdown_60d,102,XLI,3,target_5d_forward_return_raw
z_ATR_14,199,XLI,3,target_5d_forward_return_raw
z_volume_change,75,XLI,3,target_5d_forward_return_raw
z_relative_volume,107,XLI,3,target_5d_forward_return_raw
z_RSI_14,124,XLI,3,target_5d_forward_return_raw
z_market_beta_60d,134,XLI,3,target_5d_forward_return_raw
z_idio_vol_60d,164,XLI,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,168,XLI,3,target_5d_forward_return_raw
z_Treasury_10Y,192,XLI,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,133,XLI,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,224,XLI,3,target_5d_forward_return_raw
z_CPI,215,XLI,3,target_5d_forward_return_raw
z_Unemployment_Rate,209,XLI,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,433,XLI,3,target_5d_forward_return_raw
z_VIX,392,XLI,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,233,XLI,3,target_5d_forward_return_raw
z_return_5d,131,XLK,3,target_5d_forward_return_raw
z_return_5d_rel_spy,22,XLK,3,target_5d_forward_return_raw
z_return_5d_excess_rf,2,XLK,3,target_5d_forward_return_raw
z_return_20d,111,XLK,3,target_5d_forward_return_raw
z_return_20d_rel_spy,31,XLK,3,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLK,3,target_5d_forward_return_raw
z_return_60d_rel_spy,111,XLK,3,target_5d_forward_return_raw
z_price_to_MA20,181,XLK,3,target_5d_forward_return_raw
z_price_to_MA50,122,XLK,3,target_5d_forward_return_raw
z_MA20_minus_MA50,229,XLK,3,target_5d_forward_return_raw
z_volatility_20d,179,XLK,3,target_5d_forward_return_raw
z_max_drawdown_60d,155,XLK,3,target_5d_forward_return_raw
z_ATR_14,175,XLK,3,target_5d_forward_return_raw
z_volume_change,123,XLK,3,target_5d_forward_return_raw
z_relative_volume,168,XLK,3,target_5d_forward_return_raw
z_RSI_14,210,XLK,3,target_5d_forward_return_raw
z_market_beta_60d,159,XLK,3,target_5d_forward_return_raw
z_idio_vol_60d,160,XLK,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,184,XLK,3,target_5d_forward_return_raw
z_Treasury_10Y,172,XLK,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,184,XLK,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,161,XLK,3,target_5d_forward_return_raw
z_CPI,206,XLK,3,target_5d_forward_return_raw
z_Unemployment_Rate,152,XLK,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,342,XLK,3,target_5d_forward_return_raw
z_VIX,339,XLK,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,188,XLK,3,target_5d_forward_return_raw
z_return_5d,186,XLP,3,target_5d_forward_return_raw
z_return_5d_rel_spy,38,XLP,3,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLP,3,target_5d_forward_return_raw
z_return_20d,134,XLP,3,target_5d_forward_return_raw
z_return_20d_rel_spy,44,XLP,3,target_5d_forward_return_raw
z_return_20d_excess_rf,2,XLP,3,target_5d_forward_return_raw
z_return_60d_rel_spy,159,XLP,3,target_5d_forward_return_raw
z_price_to_MA20,124,XLP,3,target_5d_forward_return_raw
z_price_to_MA50,130,XLP,3,target_5d_forward_return_raw
z_MA20_minus_MA50,236,XLP,3,target_5d_forward_return_raw
z_volatility_20d,177,XLP,3,target_5d_forward_return_raw
z_max_drawdown_60d,97,XLP,3,target_5d_forward_return_raw
z_ATR_14,186,XLP,3,target_5d_forward_return_raw
z_volume_change,79,XLP,3,target_5d_forward_return_raw
z_relative_volume,117,XLP,3,target_5d_forward_return_raw
z_RSI_14,164,XLP,3,target_5d_forward_return_raw
z_market_beta_60d,148,XLP,3,target_5d_forward_return_raw
z_idio_vol_60d,155,XLP,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,85,XLP,3,target_5d_forward_return_raw
z_Treasury_10Y,172,XLP,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,158,XLP,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,191,XLP,3,target_5d_forward_return_raw
z_CPI,203,XLP,3,target_5d_forward_return_raw
z_Unemployment_Rate,160,XLP,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,463,XLP,3,target_5d_forward_return_raw
z_VIX,397,XLP,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,189,XLP,3,target_5d_forward_return_raw
z_return_5d,148,XLRE,3,target_5d_forward_return_raw
z_return_5d_rel_spy,25,XLRE,3,target_5d_forward_return_raw
z_return_5d_excess_rf,3,XLRE,3,target_5d_forward_return_raw
z_return_20d,114,XLRE,3,target_5d_forward_return_raw
z_return_20d_rel_spy,32,XLRE,3,target_5d_forward_return_raw
z_return_20d_excess_rf,0,XLRE,3,target_5d_forward_return_raw
z_return_60d_rel_spy,139,XLRE,3,target_5d_forward_return_raw
z_price_to_MA20,104,XLRE,3,target_5d_forward_return_raw
z_price_to_MA50,148,XLRE,3,target_5d_forward_return_raw
z_MA20_minus_MA50,266,XLRE,3,target_5d_forward_return_raw
z_volatility_20d,164,XLRE,3,target_5d_forward_return_raw
z_max_drawdown_60d,136,XLRE,3,target_5d_forward_return_raw
z_ATR_14,258,XLRE,3,target_5d_forward_return_raw
z_volume_change,93,XLRE,3,target_5d_forward_return_raw
z_relative_volume,128,XLRE,3,target_5d_forward_return_raw
z_RSI_14,158,XLRE,3,target_5d_forward_return_raw
z_market_beta_60d,127,XLRE,3,target_5d_forward_return_raw
z_idio_vol_60d,166,XLRE,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,133,XLRE,3,target_5d_forward_return_raw
z_Treasury_10Y,175,XLRE,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,165,XLRE,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,214,XLRE,3,target_5d_forward_return_raw
z_CPI,178,XLRE,3,target_5d_forward_return_raw
z_Unemployment_Rate,191,XLRE,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,386,XLRE,3,target_5d_forward_return_raw
z_VIX,375,XLRE,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,174,XLRE,3,target_5d_forward_return_raw
z_return_5d,145,XLU,3,target_5d_forward_return_raw
z_return_5d_rel_spy,29,XLU,3,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLU,3,target_5d_forward_return_raw
z_return_20d,113,XLU,3,target_5d_forward_return_raw
z_return_20d_rel_spy,34,XLU,3,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLU,3,target_5d_forward_return_raw
z_return_60d_rel_spy,163,XLU,3,target_5d_forward_return_raw
z_price_to_MA20,114,XLU,3,target_5d_forward_return_raw
z_price_to_MA50,135,XLU,3,target_5d_forward_return_raw
z_MA20_minus_MA50,171,XLU,3,target_5d_forward_return_raw
z_volatility_20d,186,XLU,3,target_5d_forward_return_raw
z_max_drawdown_60d,117,XLU,3,target_5d_forward_return_raw
z_ATR_14,283,XLU,3,target_5d_forward_return_raw
z_volume_change,84,XLU,3,target_5d_forward_return_raw
z_relative_volume,101,XLU,3,target_5d_forward_return_raw
z_RSI_14,139,XLU,3,target_5d_forward_return_raw
z_market_beta_60d,143,XLU,3,target_5d_forward_return_raw
z_idio_vol_60d,218,XLU,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,188,XLU,3,target_5d_forward_return_raw
z_Treasury_10Y,134,XLU,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,161,XLU,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,158,XLU,3,target_5d_forward_return_raw
z_CPI,196,XLU,3,target_5d_forward_return_raw
z_Unemployment_Rate,157,XLU,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,384,XLU,3,target_5d_forward_return_raw
z_VIX,328,XLU,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,310,XLU,3,target_5d_forward_return_raw
z_return_5d,122,XLV,3,target_5d_forward_return_raw
z_return_5d_rel_spy,17,XLV,3,target_5d_forward_return_raw
z_return_5d_excess_rf,3,XLV,3,target_5d_forward_return_raw
z_return_20d,151,XLV,3,target_5d_forward_return_raw
z_return_20d_rel_spy,44,XLV,3,target_5d_forward_return_raw
z_return_20d_excess_rf,4,XLV,3,target_5d_forward_return_raw
z_return_60d_rel_spy,153,XLV,3,target_5d_forward_return_raw
z_price_to_MA20,137,XLV,3,target_5d_forward_return_raw
z_price_to_MA50,92,XLV,3,target_5d_forward_return_raw
z_MA20_minus_MA50,232,XLV,3,target_5d_forward_return_raw
z_volatility_20d,179,XLV,3,target_5d_forward_return_raw
z_max_drawdown_60d,156,XLV,3,target_5d_forward_return_raw
z_ATR_14,180,XLV,3,target_5d_forward_return_raw
z_volume_change,88,XLV,3,target_5d_forward_return_raw
z_relative_volume,119,XLV,3,target_5d_forward_return_raw
z_RSI_14,150,XLV,3,target_5d_forward_return_raw
z_market_beta_60d,172,XLV,3,target_5d_forward_return_raw
z_idio_vol_60d,169,XLV,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,190,XLV,3,target_5d_forward_return_raw
z_Treasury_10Y,154,XLV,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,192,XLV,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,162,XLV,3,target_5d_forward_return_raw
z_CPI,221,XLV,3,target_5d_forward_return_raw
z_Unemployment_Rate,182,XLV,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,356,XLV,3,target_5d_forward_return_raw
z_VIX,359,XLV,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,216,XLV,3,target_5d_forward_return_raw
z_return_5d,108,XLY,3,target_5d_forward_return_raw
z_return_5d_rel_spy,30,XLY,3,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLY,3,target_5d_forward_return_raw
z_return_20d,138,XLY,3,target_5d_forward_return_raw
z_return_20d_rel_spy,43,XLY,3,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLY,3,target_5d_forward_return_raw
z_return_60d_rel_spy,165,XLY,3,target_5d_forward_return_raw
